Series_ID,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
JTU00000000HIR,46.5,45.1,39.9,35.2,37.3,38.1,39,39.8,42.2,43.5
JTU00000000JOR,37.5,37.9,31.1,22,25.8,28.7,31.9,33.5,38.1,43.4
JTU00000000TSR,44.9,44.2,42.4,39.1,36.6,36.5,37.4,38.1,40,41.5
