Series_ID,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
MLUQS00NR0111003,118,111,71,71,73,141,250,148,117,114
MLUQS00NR0112003,874,772,692,1056,897,946,1210,1146,1435,1640
MLUQS00NR0113003,,,,,15,7,12,8,5,9
MLUQS00NR0114003,,,,,38,40,84,13,12,15
MLUQS00NR0115003,111,51,56,64,73,54,22,7,5,
MLUQS00NR0116003,949,579,566,597,792,2200,3825,1193,769,565
